vignette_id,group,probe_id,type,frame,model,model_version,language,condition,run_index,label,anchor_depth,hedged,denies_provision,echo_repealed_wording,manual_review,response_chars
A03,A,A1,application,post,gpt5,gpt-5-2025-08-07,th,baseline,2,correct,0,0,0,0,0,287
A03,A,A1,application,post,gpt5,gpt-5-2025-08-07,th,baseline,3,correct,0,0,0,0,0,205
A03,A,A1,application,post,qwen3,qwen/qwen3-235b-a22b-2507,en,baseline,1,repealed,1,0,0,0,0,351
A03,A,A1,application,post,qwen3,qwen/qwen3-235b-a22b-2507,en,baseline,2,repealed,1,0,0,0,0,351
A03,A,A1,application,post,qwen3,qwen/qwen3-235b-a22b-2507,en,baseline,3,repealed,1,0,0,0,0,426
A03,A,A1,application,post,qwen3,qwen/qwen3-235b-a22b-2507,th,baseline,1,repealed,1,0,0,0,0,177
A03,A,A1,application,post,qwen3,qwen/qwen3-235b-a22b-2507,th,baseline,2,repealed,1,0,0,0,0,197
A03,A,A1,application,post,qwen3,qwen/qwen3-235b-a22b-2507,th,baseline,3,repealed,1,0,0,0,0,190
A03,A,A1,application,post,typhoon25,typhoon-v2.5-30b-a3b-instruct,en,baseline,1,repealed,1,0,0,0,0,239
A03,A,A1,application,post,typhoon25,typhoon-v2.5-30b-a3b-instruct,en,baseline,2,repealed,1,0,0,0,0,246
A03,A,A1,application,post,typhoon25,typhoon-v2.5-30b-a3b-instruct,en,baseline,3,repealed,1,0,0,0,0,246
A03,A,A1,application,post,typhoon25,typhoon-v2.5-30b-a3b-instruct,th,baseline,1,repealed,1,0,0,0,0,319
A03,A,A1,application,post,typhoon25,typhoon-v2.5-30b-a3b-instruct,th,baseline,2,repealed,1,0,0,0,0,319
A03,A,A1,application,post,typhoon25,typhoon-v2.5-30b-a3b-instruct,th,baseline,3,repealed,1,0,0,0,0,263
A04,A,A1,multiple_choice,post,claude45,anthropic/claude-sonnet-4.5,en,baseline,1,correct,0,0,0,0,0,195
A04,A,A1,multiple_choice,post,claude45,anthropic/claude-sonnet-4.5,en,baseline,2,correct,0,0,0,0,0,195
A04,A,A1,multiple_choice,post,claude45,anthropic/claude-sonnet-4.5,en,baseline,3,correct,0,0,0,0,0,195
A04,A,A1,multiple_choice,post,claude45,anthropic/claude-sonnet-4.5,th,baseline,1,correct,0,0,0,0,0,213
A04,A,A1,multiple_choice,post,claude45,anthropic/claude-sonnet-4.5,th,baseline,2,correct,0,0,0,0,0,213
A04,A,A1,multiple_choice,post,claude45,anthropic/claude-sonnet-4.5,th,baseline,3,correct,0,0,0,0,0,204
A04,A,A1,multiple_choice,post,claude5,anthropic/claude-sonnet-5,en,baseline,1,correct,0,0,0,0,0,212
A04,A,A1,multiple_choice,post,claude5,anthropic/claude-sonnet-5,en,baseline,2,correct,0,0,0,0,0,308
A04,A,A1,multiple_choice,post,claude5,anthropic/claude-sonnet-5,en,baseline,3,correct,0,0,0,0,0,227
A04,A,A1,multiple_choice,post,claude5,anthropic/claude-sonnet-5,th,baseline,1,correct,0,0,0,0,0,306
A04,A,A1,multiple_choice,post,claude5,anthropic/claude-sonnet-5,th,baseline,2,correct,0,0,0,0,0,342
A04,A,A1,multiple_choice,post,claude5,anthropic/claude-sonnet-5,th,baseline,3,correct,0,0,0,0,0,239
A04,A,A1,multiple_choice,post,gemini25,google/gemini-2.5-pro,en,baseline,1,correct,0,0,0,0,0,137
A04,A,A1,multiple_choice,post,gemini25,google/gemini-2.5-pro,en,baseline,2,correct,0,0,0,0,0,150
A04,A,A1,multiple_choice,post,gemini25,google/gemini-2.5-pro,en,baseline,3,correct,0,0,0,0,0,147
A04,A,A1,multiple_choice,post,gemini25,google/gemini-2.5-pro,th,baseline,1,correct,0,0,0,0,0,863
A04,A,A1,multiple_choice,post,gemini25,google/gemini-2.5-pro,th,baseline,2,correct,0,0,0,0,0,196
A04,A,A1,multiple_choice,post,gemini25,google/gemini-2.5-pro,th,baseline,3,correct,0,0,0,0,0,111
A04,A,A1,multiple_choice,post,gemini31,google/gemini-3.1-pro-preview,en,baseline,1,correct,0,0,0,0,0,246
A04,A,A1,multiple_choice,post,gemini31,google/gemini-3.1-pro-preview,en,baseline,2,correct,0,0,0,0,0,275
A04,A,A1,multiple_choice,post,gemini31,google/gemini-3.1-pro-preview,en,baseline,3,correct,0,0,0,0,0,246
A04,A,A1,multiple_choice,post,gemini31,google/gemini-3.1-pro-preview,th,baseline,1,correct,0,0,0,0,0,265
A04,A,A1,multiple_choice,post,gemini31,google/gemini-3.1-pro-preview,th,baseline,2,correct,0,0,0,0,0,265
A04,A,A1,multiple_choice,post,gemini31,google/gemini-3.1-pro-preview,th,baseline,3,correct,0,0,0,0,0,265
A04,A,A1,multiple_choice,post,gpt4o,gpt-4o-2024-11-20,en,baseline,1,correct,0,0,0,0,0,180
A04,A,A1,multiple_choice,post,gpt4o,gpt-4o-2024-11-20,en,baseline,2,correct,0,0,0,0,0,140
A04,A,A1,multiple_choice,post,gpt4o,gpt-4o-2024-11-20,en,baseline,3,correct,0,0,0,0,0,135
A04,A,A1,multiple_choice,post,gpt4o,gpt-4o-2024-11-20,th,baseline,1,correct,0,0,0,0,0,136
A04,A,A1,multiple_choice,post,gpt4o,gpt-4o-2024-11-20,th,baseline,2,correct,0,0,0,0,0,136
A04,A,A1,multiple_choice,post,gpt4o,gpt-4o-2024-11-20,th,baseline,3,correct,0,0,0,0,0,144
A04,A,A1,multiple_choice,post,gpt55,gpt-5.5-2026-04-23,en,baseline,1,correct,0,0,0,0,0,172
A04,A,A1,multiple_choice,post,gpt55,gpt-5.5-2026-04-23,en,baseline,2,correct,0,0,0,0,0,164
A04,A,A1,multiple_choice,post,gpt55,gpt-5.5-2026-04-23,en,baseline,3,correct,0,0,0,0,0,200
A04,A,A1,multiple_choice,post,gpt55,gpt-5.5-2026-04-23,th,baseline,1,correct,0,0,0,0,0,185
A04,A,A1,multiple_choice,post,gpt55,gpt-5.5-2026-04-23,th,baseline,2,correct,0,0,0,0,0,105
A04,A,A1,multiple_choice,post,gpt55,gpt-5.5-2026-04-23,th,baseline,3,correct,0,0,0,0,0,141
A04,A,A1,multiple_choice,post,gpt5,gpt-5-2025-08-07,en,baseline,1,correct,0,0,0,0,0,242
A04,A,A1,multiple_choice,post,gpt5,gpt-5-2025-08-07,en,baseline,2,correct,0,0,0,0,0,205
A04,A,A1,multiple_choice,post,gpt5,gpt-5-2025-08-07,en,baseline,3,correct,0,0,0,0,0,241
A04,A,A1,multiple_choice,post,gpt5,gpt-5-2025-08-07,th,baseline,1,correct,0,0,0,0,0,179
A04,A,A1,multiple_choice,post,gpt5,gpt-5-2025-08-07,th,baseline,2,correct,0,0,0,0,0,189
A04,A,A1,multiple_choice,post,gpt5,gpt-5-2025-08-07,th,baseline,3,correct,0,0,0,0,0,171
A04,A,A1,multiple_choice,post,qwen3,qwen/qwen3-235b-a22b-2507,en,baseline,1,correct,0,0,0,0,0,179
A04,A,A1,multiple_choice,post,qwen3,qwen/qwen3-235b-a22b-2507,en,baseline,2,correct,0,0,0,0,0,179
A04,A,A1,multiple_choice,post,qwen3,qwen/qwen3-235b-a22b-2507,en,baseline,3,correct,0,0,0,0,0,167
A04,A,A1,multiple_choice,post,qwen3,qwen/qwen3-235b-a22b-2507,th,baseline,1,correct,0,0,0,0,0,175
A04,A,A1,multiple_choice,post,qwen3,qwen/qwen3-235b-a22b-2507,th,baseline,2,correct,0,0,0,0,0,168
A04,A,A1,multiple_choice,post,qwen3,qwen/qwen3-235b-a22b-2507,th,baseline,3,correct,0,0,0,0,0,109
A04,A,A1,multiple_choice,post,typhoon25,typhoon-v2.5-30b-a3b-instruct,en,baseline,1,correct,0,0,0,0,0,173
A04,A,A1,multiple_choice,post,typhoon25,typhoon-v2.5-30b-a3b-instruct,en,baseline,2,correct,0,0,0,0,0,145
A04,A,A1,multiple_choice,post,typhoon25,typhoon-v2.5-30b-a3b-instruct,en,baseline,3,correct,0,0,0,0,0,175
A04,A,A1,multiple_choice,post,typhoon25,typhoon-v2.5-30b-a3b-instruct,th,baseline,1,correct,0,0,0,0,0,178
A04,A,A1,multiple_choice,post,typhoon25,typhoon-v2.5-30b-a3b-instruct,th,baseline,2,correct,0,0,0,0,0,185
A04,A,A1,multiple_choice,post,typhoon25,typhoon-v2.5-30b-a3b-instruct,th,baseline,3,correct,0,0,0,0,0,175
A05,A,A2,knowledge,post,claude45,anthropic/claude-sonnet-4.5,en,baseline,1,repealed,1,0,0,0,0,390
A05,A,A2,knowledge,post,claude45,anthropic/claude-sonnet-4.5,en,baseline,2,repealed,1,0,0,0,0,390
A05,A,A2,knowledge,post,claude45,anthropic/claude-sonnet-4.5,en,baseline,3,repealed,1,0,0,0,0,390
A05,A,A2,knowledge,post,claude45,anthropic/claude-sonnet-4.5,th,baseline,1,correct,0,0,0,0,0,283
A05,A,A2,knowledge,post,claude45,anthropic/claude-sonnet-4.5,th,baseline,2,correct,0,0,0,0,0,284
A05,A,A2,knowledge,post,claude45,anthropic/claude-sonnet-4.5,th,baseline,3,correct,0,0,0,0,0,276
A05,A,A2,knowledge,post,claude5,anthropic/claude-sonnet-5,en,baseline,1,correct,0,0,0,0,0,811
A05,A,A2,knowledge,post,claude5,anthropic/claude-sonnet-5,en,baseline,2,correct,0,0,0,0,0,729
A05,A,A2,knowledge,post,claude5,anthropic/claude-sonnet-5,en,baseline,3,repealed,1,0,0,0,0,758
A05,A,A2,knowledge,post,claude5,anthropic/claude-sonnet-5,th,baseline,1,correct,0,0,0,0,0,480
A05,A,A2,knowledge,post,claude5,anthropic/claude-sonnet-5,th,baseline,2,correct,0,0,0,0,0,439
A05,A,A2,knowledge,post,claude5,anthropic/claude-sonnet-5,th,baseline,3,correct,0,0,0,0,0,559
A05,A,A2,knowledge,post,gemini25,google/gemini-2.5-pro,en,baseline,1,correct,0,0,0,0,0,482
A05,A,A2,knowledge,post,gemini25,google/gemini-2.5-pro,en,baseline,2,correct,0,0,0,0,0,309
A05,A,A2,knowledge,post,gemini25,google/gemini-2.5-pro,en,baseline,3,correct,0,0,0,0,0,482
A05,A,A2,knowledge,post,gemini25,google/gemini-2.5-pro,th,baseline,1,correct,0,0,0,0,0,516
A05,A,A2,knowledge,post,gemini25,google/gemini-2.5-pro,th,baseline,2,correct,0,0,0,0,0,534
